matsim_line_id,matsim_route_id,official_operator,official_route_id,official_route_sequence,official_direction,route_franchise_scope_status,route_distance_m,stop_count,route_fallback_fare_hkd,fallback_level,fare_resolution_status,fare_resolution_method,fallback_reference_route_ids_json,fallback_reference_values_hkd_json,fallback_reference_count,official_published_fare_hkd,model_fare_hkd,cost_hkd,currency,cost_quality,model_assumption_used,anomaly_flag,anomaly_severity,anomaly_reason,audit_priority,selection_rationale,source_record_ids_json,source_file,source_sha256
line_bus_8377,bus_8377_1,KMB,8377,1,1,confirmed_franchised_route,39735.149000000005,22,18.8,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_8377_1""]",[18.8],1,,18.8,18.8,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:32871;32872;32873;32874;32875;32876;32877;32878;32879;32880;32881;32882;32883;32884;32885;32886;32887;32888;32889;32890;32891;32892""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
line_bus_8377,bus_8377_2,KMB,8377,2,2,confirmed_franchised_route,40638.524000000005,27,18.8,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_8377_2""]",[18.8],1,,18.8,18.8,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:32893;32894;32895;32896;32897;32898;32899;32900;32901;32902;32903;32904;32905;32906;32907;32908;32909;32910;32911;32912;32913;32914;32915;32916;32917;32918;32919""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
line_bus_8378,bus_8378_1,KMB,8378,1,1,confirmed_franchised_route,47255.03700000002,27,27.9,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_8378_1""]",[27.9],1,,27.9,27.9,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:32920;32921;32922;32923;32924;32925;32926;32927;32928;32929;32930;32931;32932;32933;32934;32935;32936;32937;32938;32939;32940;32941;32942;32943;32944;32945;32946""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
line_bus_8379,bus_8379_1,KMB,8379,1,1,confirmed_franchised_route,11884.273,23,7.8,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_8379_1""]",[7.8],1,,7.8,7.8,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:32947;32948;32949;32950;32951;32952;32953;32954;32955;32956;32957;32958;32959;32960;32961;32962;32963;32964;32965;32966;32967;32968;32969""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
line_bus_8380,bus_8380_1,KMB,8380,1,1,confirmed_franchised_route,14716.442000000003,22,7.8,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_8380_1""]",[7.8],1,,7.8,7.8,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:32970;32971;32972;32973;32974;32975;32976;32977;32978;32979;32980;32981;32982;32983;32984;32985;32986;32987;32988;32989;32990;32991""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
line_bus_8381,bus_8381_1,LWB,8381,1,1,confirmed_franchised_route,40435.90899999999,24,19.8,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_8381_1""]",[19.8],1,,19.8,19.8,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:32992;32993;32994;32995;32996;32997;32998;32999;33000;33001;33002;33003;33004;33005;33006;33007;33008;33009;33010;33011;33012;33013;33014;33015""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
line_bus_8381,bus_8381_2,LWB,8381,2,2,confirmed_franchised_route,30607.50099999999,19,19.8,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_8381_2""]",[19.8],1,,19.8,19.8,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:33016;33017;33018;33019;33020;33021;33022;33023;33024;33025;33026;33027;33028;33029;33030;33031;33032;33033;33034""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
line_bus_8382,bus_8382_1,KMB,8382,1,1,confirmed_franchised_route,17051.353000000006,26,9.3,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_8382_1""]",[9.3],1,,9.3,9.3,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:33035;33036;33037;33038;33039;33040;33041;33042;33043;33044;33045;33046;33047;33048;33049;33050;33051;33052;33053;33054;33055;33056;33057;33058;33059;33060""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
line_bus_8383,bus_8383_1,CTB,8383,1,1,confirmed_franchised_route,9623.051000000003,29,5.5,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_8383_1""]",[5.5],1,,5.5,5.5,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:33061;33062;33063;33064;33065;33066;33067;33068;33069;33070;33071;33072;33073;33074;33075;33076;33077;33078;33079;33080;33081;33082;33083;33084;33085;33086;33087;33088;33089""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
line_bus_8384,bus_8384_1,KMB,8384,1,1,confirmed_franchised_route,30903.85800000001,31,16.9,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_8384_1""]",[16.9],1,,16.9,16.9,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:33090;33091;33092;33093;33094;33095;33096;33097;33098;33099;33100;33101;33102;33103;33104;33105;33106;33107;33108;33109;33110;33111;33112;33113;33114;33115;33116;33117;33118;33119;33120""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
line_bus_8384,bus_8384_2,KMB,8384,2,2,confirmed_franchised_route,32431.888999999996,36,16.9,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_8384_2""]",[16.9],1,,16.9,16.9,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:33121;33122;33123;33124;33125;33126;33127;33128;33129;33130;33131;33132;33133;33134;33135;33136;33137;33138;33139;33140;33141;33142;33143;33144;33145;33146;33147;33148;33149;33150;33151;33152;33153;33154;33155;33156""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
line_bus_8385,bus_8385_1,KMB,8385,1,1,confirmed_franchised_route,22553.644999999997,12,11.5,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_8385_1""]",[11.5],1,,11.5,11.5,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:33157;33158;33159;33160;33161;33162;33163;33164;33165;33166;33167;33168""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
line_bus_8386,bus_8386_1,CTB,8386,1,1,confirmed_franchised_route,33338.44000000001,28,4.2,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_8386_1""]",[4.2],1,,4.2,4.2,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:33169;33170;33171;33172;33173;33174;33175;33176;33177;33178;33179;33180;33181;33182;33183;33184;33185;33186;33187;33188;33189;33190;33191;33192;33193;33194;33195;33196""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
line_bus_8387,bus_8387_1,CTB,8387,1,1,confirmed_franchised_route,6861.768,18,4.2,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_8387_1""]",[4.2],1,,4.2,4.2,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:33197;33198;33199;33200;33201;33202;33203;33204;33205;33206;33207;33208;33209;33210;33211;33212;33213;33214""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
line_bus_8388,bus_8388_1,CTB,8388,1,1,confirmed_franchised_route,42813.29599999998,29,4.2,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_8388_1""]",[4.2],1,,4.2,4.2,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:33215;33216;33217;33218;33219;33220;33221;33222;33223;33224;33225;33226;33227;33228;33229;33230;33231;33232;33233;33234;33235;33236;33237;33238;33239;33240;33241;33242;33243""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
line_bus_8389,bus_8389_1,CTB,8389,1,1,confirmed_franchised_route,5023.712000000001,13,4.2,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_8389_1""]",[4.2],1,,4.2,4.2,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:33244;33245;33246;33247;33248;33249;33250;33251;33252;33253;33254;33255;33256""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
line_bus_8390,bus_8390_1,KMB,8390,1,1,confirmed_franchised_route,21963.022000000008,12,11.5,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_8390_1""]",[11.5],1,,11.5,11.5,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:33257;33258;33259;33260;33261;33262;33263;33264;33265;33266;33267;33268""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
line_bus_8391,bus_8391_1,KMB,8391,1,1,confirmed_franchised_route,22559.386000000017,13,11.5,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_8391_1""]",[11.5],1,,11.5,11.5,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:33269;33270;33271;33272;33273;33274;33275;33276;33277;33278;33279;33280;33281""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
line_bus_8393,bus_8393_1,KMB,8393,1,1,confirmed_franchised_route,39057.30299999999,22,27.0,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_8393_1""]",[27.0],1,,27.0,27.0,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:33282;33283;33284;33285;33286;33287;33288;33289;33290;33291;33292;33293;33294;33295;33296;33297;33298;33299;33300;33301;33302;33303""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
line_bus_8394,bus_8394_1,LWB,8394,1,1,confirmed_franchised_route,45075.92599999996,28,19.8,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_8394_1""]",[19.8],1,,19.8,19.8,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:33304;33305;33306;33307;33308;33309;33310;33311;33312;33313;33314;33315;33316;33317;33318;33319;33320;33321;33322;33323;33324;33325;33326;33327;33328;33329;33330;33331""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
line_bus_8394,bus_8394_2,LWB,8394,2,2,confirmed_franchised_route,35288.60400000001,27,19.8,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_8394_2""]",[19.8],1,,19.8,19.8,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:33332;33333;33334;33335;33336;33337;33338;33339;33340;33341;33342;33343;33344;33345;33346;33347;33348;33349;33350;33351;33352;33353;33354;33355;33356;33357;33358""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
line_bus_8396,bus_8396_1,LWB,8396,1,1,confirmed_franchised_route,105242.81500000003,29,29.0,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_8396_1""]",[29.0],1,,29.0,29.0,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:33359;33360;33361;33362;33363;33364;33365;33366;33367;33368;33369;33370;33371;33372;33373;33374;33375;33376;33377;33378;33379;33380;33381;33382;33383;33384;33385;33386;33387""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
line_bus_8397,bus_8397_1,LWB,8397,1,1,confirmed_franchised_route,60657.518999999935,24,47.2,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_8397_1""]",[47.2],1,,47.2,47.2,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:33388;33389;33390;33391;33392;33393;33394;33395;33396;33397;33398;33399;33400;33401;33402;33403;33404;33405;33406;33407;33408;33409;33410;33411""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
line_bus_8397,bus_8397_2,LWB,8397,2,2,confirmed_franchised_route,60281.40499999995,22,47.2,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_8397_2""]",[47.2],1,,47.2,47.2,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:33412;33413;33414;33415;33416;33417;33418;33419;33420;33421;33422;33423;33424;33425;33426;33427;33428;33429;33430;33431;33432;33433""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
line_bus_8398,bus_8398_1,LWB,8398,1,1,confirmed_franchised_route,53330.61299999995,35,41.9,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_8398_1""]",[41.9],1,,41.9,41.9,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:33434;33435;33436;33437;33438;33439;33440;33441;33442;33443;33444;33445;33446;33447;33448;33449;33450;33451;33452;33453;33454;33455;33456;33457;33458;33459;33460;33461;33462;33463;33464;33465;33466;33467;33468""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
line_bus_8398,bus_8398_2,LWB,8398,2,2,confirmed_franchised_route,54598.96700000005,30,41.9,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_8398_2""]",[41.9],1,,41.9,41.9,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:33469;33470;33471;33472;33473;33474;33475;33476;33477;33478;33479;33480;33481;33482;33483;33484;33485;33486;33487;33488;33489;33490;33491;33492;33493;33494;33495;33496;33497;33498""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
line_bus_8399,bus_8399_1,LWB,8399,1,1,confirmed_franchised_route,56000.612999999954,29,41.9,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_8399_1""]",[41.9],1,,41.9,41.9,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:33499;33500;33501;33502;33503;33504;33505;33506;33507;33508;33509;33510;33511;33512;33513;33514;33515;33516;33517;33518;33519;33520;33521;33522;33523;33524;33525;33526;33527""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
line_bus_8399,bus_8399_2,LWB,8399,2,2,confirmed_franchised_route,55020.805,26,41.9,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_8399_2""]",[41.9],1,,41.9,41.9,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:33528;33529;33530;33531;33532;33533;33534;33535;33536;33537;33538;33539;33540;33541;33542;33543;33544;33545;33546;33547;33548;33549;33550;33551;33552;33553""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
line_bus_8400,bus_8400_1,KMB,8400,1,1,confirmed_franchised_route,21682.323999999997,27,19.3,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_8400_1""]",[19.3],1,,19.3,19.3,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:33554;33555;33556;33557;33558;33559;33560;33561;33562;33563;33564;33565;33566;33567;33568;33569;33570;33571;33572;33573;33574;33575;33576;33577;33578;33579;33580""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
line_bus_8401,bus_8401_1,KMB,8401,1,1,confirmed_franchised_route,16239.035999999996,18,9.3,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_8401_1""]",[9.3],1,,9.3,9.3,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:33581;33582;33583;33584;33585;33586;33587;33588;33589;33590;33591;33592;33593;33594;33595;33596;33597;33598""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
line_bus_8401,bus_8401_2,KMB,8401,2,2,confirmed_franchised_route,14900.903999999997,18,9.3,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_8401_2""]",[9.3],1,,9.3,9.3,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:33599;33600;33601;33602;33603;33604;33605;33606;33607;33608;33609;33610;33611;33612;33613;33614;33615;33616""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
line_bus_8402,bus_8402_1,KMB+CTB,8402,1,1,confirmed_franchised_route,30844.12900000001,15,24.4,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_8402_1""]",[24.4],1,,24.4,24.4,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:33617;33618;33619;33620;33621;33622;33623;33624;33625;33626;33627;33628;33629;33630;33631""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
line_bus_8403,bus_8403_1,KMB+CTB,8403,1,1,confirmed_franchised_route,30058.405999999995,16,24.4,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_8403_1""]",[24.4],1,,24.4,24.4,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:33632;33633;33634;33635;33636;33637;33638;33639;33640;33641;33642;33643;33644;33645;33646;33647""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
line_bus_8404,bus_8404_1,KMB+CTB,8404,1,1,confirmed_franchised_route,29459.566000000013,18,24.4,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_8404_1""]",[24.4],1,,24.4,24.4,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:33648;33649;33650;33651;33652;33653;33654;33655;33656;33657;33658;33659;33660;33661;33662;33663;33664;33665""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
line_bus_8405,bus_8405_1,KMB+CTB,8405,1,1,confirmed_franchised_route,28306.768000000004,18,24.4,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_8405_1""]",[24.4],1,,24.4,24.4,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:33666;33667;33668;33669;33670;33671;33672;33673;33674;33675;33676;33677;33678;33679;33680;33681;33682;33683""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
line_bus_8406,bus_8406_1,PI,8406,1,1,other_bus_service,13304.257000000001,6,16.3,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_8406_1""]",[16.3],1,,16.3,16.3,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:33684;33685;33686;33687;33688;33689""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
line_bus_8406,bus_8406_2,PI,8406,2,2,other_bus_service,22445.492000000002,6,16.3,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_8406_2""]",[16.3],1,,16.3,16.3,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:33690;33691;33692;33693;33694;33695""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
line_bus_8409,bus_8409_1,KMB,8409,1,1,confirmed_franchised_route,35863.74899999997,34,12.1,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_8409_1""]",[12.1],1,,12.1,12.1,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:33696;33697;33698;33699;33700;33701;33702;33703;33704;33705;33706;33707;33708;33709;33710;33711;33712;33713;33714;33715;33716;33717;33718;33719;33720;33721;33722;33723;33724;33725;33726;33727;33728;33729""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
line_bus_8409,bus_8409_2,KMB,8409,2,2,confirmed_franchised_route,36356.32199999998,38,12.1,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_8409_2""]",[12.1],1,,12.1,12.1,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:33730;33731;33732;33733;33734;33735;33736;33737;33738;33739;33740;33741;33742;33743;33744;33745;33746;33747;33748;33749;33750;33751;33752;33753;33754;33755;33756;33757;33758;33759;33760;33761;33762;33763;33764;33765;33766;33767""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
line_bus_8413,bus_8413_1,KMB,8413,1,1,confirmed_franchised_route,28483.912000000015,33,12.5,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_8413_1""]",[12.5],1,,12.5,12.5,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:33768;33769;33770;33771;33772;33773;33774;33775;33776;33777;33778;33779;33780;33781;33782;33783;33784;33785;33786;33787;33788;33789;33790;33791;33792;33793;33794;33795;33796;33797;33798;33799;33800""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
