displaced_person_id,donor_person_id,student_stage,displaced_tcs_zone,donor_tcs_zone,donor_original_mode,donor_original_mode_detail,pairing_rule,home_distance_m
hk_person_06973913,hk_person_06828122,primary,21,21,walk,walk,same_stage_tcs,0.0
hk_person_06983090,hk_person_06817688,primary,21,21,pt,mtr,same_stage_tcs,0.0
hk_person_06986715,hk_person_06807613,secondary,21,21,walk,walk,same_stage_tcs,0.0
hk_person_06997305,hk_person_06836648,secondary,21,21,walk,walk,same_stage_tcs,0.0
hk_person_06998456,hk_person_06890910,secondary,21,21,pt,mtr,same_stage_tcs,0.0
hk_person_07003807,hk_person_07048977,primary,21,21,walk,walk,same_stage_tcs,0.0
hk_person_07004431,hk_person_07097540,primary,21,21,pt,franchised_bus,same_stage_tcs,0.0
hk_person_07013545,hk_person_06752160,kindergarten,21,21,walk,walk,same_stage_tcs,0.0
hk_person_07013830,hk_person_06771662,primary,21,21,walk,walk,same_stage_tcs,0.0
hk_person_07017104,hk_person_06979431,secondary,21,21,pt,franchised_bus,same_stage_tcs,0.0
hk_person_07026124,hk_person_06718285,primary,21,21,walk,walk,same_stage_tcs,0.0
hk_person_07030578,hk_person_07037033,secondary,21,21,pt,plb,same_stage_tcs,0.0
hk_person_07033462,hk_person_07100730,kindergarten,21,21,pt,mtr,same_stage_tcs,0.0
hk_person_07036111,hk_person_07031842,secondary,21,21,walk,walk,same_stage_tcs,0.0
hk_person_07041462,hk_person_07013354,kindergarten,21,21,pt,lrt,same_stage_tcs,0.0
hk_person_07041590,hk_person_06878778,secondary,21,21,walk,walk,same_stage_tcs,0.0
hk_person_07062445,hk_person_06990656,secondary,21,21,pt,lrt,same_stage_tcs,0.0
hk_person_07072297,hk_person_06720681,kindergarten,21,21,pt,plb,same_stage_tcs,0.0
hk_person_07081722,hk_person_06686298,kindergarten,21,21,pt,mtr,same_stage_tcs,0.0
hk_person_07104539,hk_person_06936144,primary,21,21,walk,walk,same_stage_tcs,0.0
hk_person_07115046,hk_person_07116074,kindergarten,22,22,walk,walk,same_stage_tcs,0.0
hk_person_07115047,hk_person_07215066,primary,22,22,walk,walk,same_stage_tcs,0.0
hk_person_07134065,hk_person_07114044,primary,22,22,pt,franchised_bus,same_stage_tcs,0.0
hk_person_07137652,hk_person_07205609,primary,22,22,pt,lrt,same_stage_tcs,0.0
hk_person_07137655,hk_person_07186436,primary,22,22,walk,walk,same_stage_tcs,0.0
hk_person_07138033,hk_person_07207294,kindergarten,22,22,walk,walk,same_stage_tcs,0.0
hk_person_07155690,hk_person_07159489,secondary,22,22,walk,walk,same_stage_tcs,0.0
hk_person_07156920,hk_person_07206708,primary,22,22,pt,tram,same_stage_tcs,0.0
hk_person_07163573,hk_person_07122649,primary,22,22,walk,walk,same_stage_tcs,0.0
hk_person_07182536,hk_person_07156993,secondary,22,22,walk,walk,same_stage_tcs,0.0
hk_person_07185478,hk_person_07139094,secondary,22,22,walk,walk,same_stage_tcs,0.0
hk_person_07193404,hk_person_07131021,secondary,22,22,walk,walk,same_stage_tcs,0.0
hk_person_07195921,hk_person_07210984,primary,22,22,pt,plb,same_stage_tcs,0.0
hk_person_07197690,hk_person_07202881,secondary,22,22,walk,walk,same_stage_tcs,0.0
hk_person_07207798,hk_person_07207962,primary,22,22,walk,walk,same_stage_tcs,0.0
hk_person_07218292,hk_person_07230193,primary,22,22,walk,walk,same_stage_tcs,0.0
hk_person_07221810,hk_person_07222199,primary,22,22,pt,mtr,same_stage_tcs,0.0
hk_person_07225599,hk_person_07208519,secondary,22,22,pt,franchised_bus,same_stage_tcs,0.0
hk_person_07226826,hk_person_07224673,primary,22,22,pt,plb,same_stage_tcs,0.0
hk_person_07228466,hk_person_07208521,primary,22,22,walk,walk,same_stage_tcs,0.0
hk_person_07228707,hk_person_07152356,kindergarten,22,22,walk,walk,same_stage_tcs,0.0
hk_person_07228745,hk_person_07234869,primary,22,22,walk,walk,same_stage_tcs,0.0
hk_person_07240870,hk_person_07139095,secondary,22,22,pt,plb,same_stage_tcs,0.0
hk_person_07244892,hk_person_07245442,secondary,26,26,walk,walk,same_stage_tcs,0.0
hk_person_07246549,hk_person_04085115,secondary,26,26,pt,plb,same_stage_tcs,0.0
hk_person_07249773,hk_person_07246353,primary,26,26,pt,plb,same_stage_tcs,0.0
hk_person_07250807,hk_person_04028014,kindergarten,26,26,pt,franchised_bus,same_stage_tcs,0.0
