person_id,household_id,role,allocation_source,student_stage,age,sex,relationship_role,household_private_vehicle_count,car_passenger_leg_count,compatible_leg_count,direct_leg_count,common_direct_driver_count,common_detour_screen_driver_count,candidate_tour_status,candidate_same_driver_person_id
hk_person_05611507,hk_hh_2073893,day_school_student,student_swap_car_household_donor,primary,10,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_05626842,hk_hh_2079572,day_school_student,student_original_private_vehicle_retained,primary,10,F,child,1,2,2,2,1,1,complete_direct_same_driver,hk_person_05626843
hk_person_05633384,hk_hh_2082043,day_school_student,student_swap_car_household_donor,secondary,15,F,child,2,2,0,0,0,0,no_real_driver_current_plan,
hk_person_05642998,hk_hh_2085884,day_school_student,student_swap_car_household_donor,primary,9,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_05660003,hk_hh_2092515,fixed_worker,adult_retained_private_car_passenger_van,,44,F,partner_or_other_adult,2,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_05663589,hk_hh_2093905,day_school_student,student_original_private_vehicle_retained,primary,11,M,child,1,2,2,2,1,1,complete_direct_same_driver,hk_person_05663587
hk_person_05669600,hk_hh_2096252,day_school_student,student_swap_car_household_donor,secondary,14,F,child,1,2,0,0,0,0,no_real_driver_current_plan,
hk_person_05671032,hk_hh_2096815,day_school_student,student_swap_car_household_donor,secondary,13,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_05684376,hk_hh_2101693,fixed_worker,adult_retained_private_car_passenger_van,,64,M,partner_or_other_adult,1,2,0,0,0,0,no_real_driver_current_plan,
hk_person_05687044,hk_hh_2102608,day_school_student,student_swap_car_household_donor,primary,9,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_05690117,hk_hh_2103677,day_school_student,student_swap_car_household_donor,secondary,15,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_05706719,hk_hh_2109511,day_school_student,student_swap_car_household_donor,kindergarten,3,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_05717922,hk_hh_2113435,day_school_student,student_swap_car_household_donor,kindergarten,5,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_05731935,hk_hh_2118952,day_school_student,student_swap_car_household_donor,secondary,14,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_05752788,hk_hh_2126554,day_school_student,student_swap_car_household_donor,primary,7,M,child,1,2,0,0,0,0,no_real_driver_current_plan,
hk_person_05763672,hk_hh_2130576,day_school_student,student_swap_car_household_donor,secondary,14,M,child,2,2,0,0,0,0,no_real_driver_current_plan,
hk_person_05785100,hk_hh_2137777,day_school_student,student_swap_car_household_donor,primary,10,M,child,1,2,1,0,0,0,partial_compatible_existing_legs,
hk_person_05785103,hk_hh_2137777,day_school_student,student_original_private_vehicle_retained,secondary,15,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_05785796,hk_hh_2138008,day_school_student,student_swap_car_household_donor,kindergarten,4,F,child,2,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_05792846,hk_hh_2140400,day_school_student,student_swap_car_household_donor,secondary,13,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_05792868,hk_hh_2140409,day_school_student,student_swap_car_household_donor,primary,6,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_05809189,hk_hh_2146185,day_school_student,student_original_private_vehicle_retained,kindergarten,4,M,child,1,2,2,2,1,1,complete_direct_same_driver,hk_person_05809187
hk_person_05817593,hk_hh_2149050,day_school_student,student_swap_car_household_donor,kindergarten,4,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_05818370,hk_hh_2149328,day_school_student,student_original_private_vehicle_retained,primary,11,M,child,1,2,2,2,1,1,complete_direct_same_driver,hk_person_05818369
hk_person_05820563,hk_hh_2150093,day_school_student,student_swap_car_household_donor,secondary,14,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_05820912,hk_hh_2150218,day_school_student,student_swap_car_household_donor,primary,8,M,child,1,2,0,0,0,0,no_real_driver_current_plan,
hk_person_05821223,hk_hh_2150319,day_school_student,student_swap_car_household_donor,secondary,12,F,child,2,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_05821224,hk_hh_2150319,day_school_student,student_original_private_vehicle_retained,secondary,14,M,child,2,2,2,2,1,1,complete_direct_same_driver,hk_person_05821218
hk_person_05821504,hk_hh_2150415,day_school_student,student_swap_car_household_donor,primary,9,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_05828556,hk_hh_2152911,day_school_student,student_original_private_vehicle_retained,kindergarten,4,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_05831286,hk_hh_2153909,day_school_student,student_swap_car_household_donor,secondary,16,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_05840266,hk_hh_2157126,day_school_student,student_original_private_vehicle_retained,primary,8,F,child,2,2,2,2,1,1,complete_direct_same_driver,hk_person_05840267
hk_person_05856047,hk_hh_2162567,day_school_student,student_swap_car_household_donor,secondary,16,M,child,2,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_05860057,hk_hh_2163978,fixed_worker,adult_retained_private_car_passenger_van,,53,F,reference_person,1,2,0,0,0,0,no_real_driver_current_plan,
hk_person_05871080,hk_hh_2167918,day_school_student,student_swap_car_household_donor,kindergarten,3,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_05871081,hk_hh_2167918,day_school_student,student_original_private_vehicle_retained,primary,10,F,child,1,2,2,2,1,1,complete_direct_same_driver,hk_person_05871079
hk_person_05877277,hk_hh_2170182,day_school_student,student_original_private_vehicle_retained,primary,9,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_05877529,hk_hh_2170279,day_school_student,student_original_private_vehicle_retained,secondary,17,F,child,1,2,2,2,1,1,complete_direct_same_driver,hk_person_05877525
hk_person_05883444,hk_hh_2172460,day_school_student,student_original_private_vehicle_retained,secondary,14,F,child,1,2,2,2,1,1,complete_direct_same_driver,hk_person_05883447
hk_person_05883810,hk_hh_2172591,day_school_student,student_swap_car_household_donor,secondary,15,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_05888517,hk_hh_2174281,day_school_student,student_swap_car_household_donor,primary,8,F,child,2,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_05888845,hk_hh_2174378,day_school_student,student_swap_car_household_donor,secondary,15,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_05888846,hk_hh_2174378,day_school_student,student_swap_car_household_donor,secondary,12,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_05889512,hk_hh_2174583,day_school_student,student_original_private_vehicle_retained,secondary,13,M,child,1,2,2,2,1,1,complete_direct_same_driver,hk_person_05889510
hk_person_05890003,hk_hh_2174725,day_school_student,student_swap_car_household_donor,kindergarten,5,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_05890396,hk_hh_2174840,day_school_student,student_swap_car_household_donor,secondary,14,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_05891005,hk_hh_2175037,day_school_student,student_original_private_vehicle_retained,special,7,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_05896753,hk_hh_2176750,day_school_student,student_swap_car_household_donor,kindergarten,3,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_05899496,hk_hh_2177566,day_school_student,student_swap_car_household_donor,primary,9,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_05909352,hk_hh_2180624,day_school_student,student_swap_car_household_donor,primary,9,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_05929017,hk_hh_2187184,day_school_student,student_swap_car_household_donor,secondary,16,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_05929837,hk_hh_2187457,day_school_student,student_original_private_vehicle_retained,primary,6,M,child,1,2,1,0,0,0,partial_compatible_existing_legs,
hk_person_05934113,hk_hh_2188879,day_school_student,student_original_private_vehicle_retained,primary,6,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_05934177,hk_hh_2188903,day_school_student,student_swap_car_household_donor,primary,9,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_05934243,hk_hh_2188927,day_school_student,student_original_private_vehicle_retained,secondary,15,M,child,1,2,2,2,1,1,complete_direct_same_driver,hk_person_05934242
hk_person_05954973,hk_hh_2196370,fixed_worker,adult_retained_private_car_passenger_van,,41,F,partner_or_other_adult,2,2,0,0,0,0,no_real_driver_current_plan,
hk_person_05959369,hk_hh_2198052,day_school_student,student_original_private_vehicle_retained,secondary,17,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_05973193,hk_hh_2203477,day_school_student,student_swap_car_household_donor,secondary,16,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_05995524,hk_hh_2211182,day_school_student,student_swap_car_household_donor,primary,7,M,child,2,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_05995525,hk_hh_2211182,day_school_student,student_original_private_vehicle_retained,kindergarten,4,M,child,2,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_05995815,hk_hh_2211281,day_school_student,student_original_private_vehicle_retained,kindergarten,4,F,child,1,2,2,2,1,1,complete_direct_same_driver,hk_person_05995814
hk_person_06006089,hk_hh_2215076,fixed_worker,adult_retained_private_car_passenger_van,,18,F,reference_person,2,2,1,0,0,0,partial_compatible_existing_legs,
hk_person_06011403,hk_hh_2217122,day_school_student,student_swap_car_household_donor,primary,7,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_06021679,hk_hh_2221537,day_school_student,student_swap_car_household_donor,primary,11,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_06025392,hk_hh_2223147,day_school_student,student_swap_car_household_donor,kindergarten,5,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_06025961,hk_hh_2223385,day_school_student,student_swap_car_household_donor,secondary,13,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_06044988,hk_hh_2231293,day_school_student,student_swap_car_household_donor,kindergarten,3,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_06063507,hk_hh_2238670,day_school_student,student_original_private_vehicle_retained,kindergarten,5,M,child,1,2,2,2,1,1,complete_direct_same_driver,hk_person_06063503
hk_person_06071764,hk_hh_2241741,day_school_student,student_swap_car_household_donor,secondary,16,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_06072568,hk_hh_2242029,day_school_student,student_original_private_vehicle_retained,primary,6,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_06072771,hk_hh_2242104,day_school_student,student_swap_car_household_donor,primary,9,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_06073552,hk_hh_2242413,day_school_student,student_original_private_vehicle_retained,primary,11,M,child,1,2,2,2,1,1,complete_direct_same_driver,hk_person_06073551
hk_person_06073553,hk_hh_2242413,day_school_student,student_swap_car_household_donor,secondary,15,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_06073744,hk_hh_2242478,day_school_student,student_swap_car_household_donor,primary,11,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_06075849,hk_hh_2243304,day_school_student,student_original_private_vehicle_retained,secondary,12,M,child,1,2,0,0,0,0,no_real_driver_current_plan,
hk_person_06077509,hk_hh_2243935,day_school_student,student_swap_car_household_donor,primary,9,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_06111838,hk_hh_2256853,day_school_student,student_swap_car_household_donor,primary,11,F,child,2,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_06113224,hk_hh_2257366,day_school_student,student_swap_car_household_donor,primary,9,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_06117804,hk_hh_2259121,day_school_student,student_swap_car_household_donor,primary,9,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_06131491,hk_hh_2264328,fixed_worker,adult_retained_private_car_passenger_van,,38,M,reference_person,1,2,0,0,0,0,no_real_driver_current_plan,
hk_person_06136387,hk_hh_2266152,day_school_student,student_swap_car_household_donor,secondary,16,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_06141327,hk_hh_2267970,day_school_student,student_swap_car_household_donor,secondary,17,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_06142069,hk_hh_2268253,day_school_student,student_swap_car_household_donor,primary,11,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_06142940,hk_hh_2268566,day_school_student,student_original_private_vehicle_retained,primary,9,F,child,1,2,1,2,1,0,complete_direct_same_driver,hk_person_06142939
hk_person_06142952,hk_hh_2268571,day_school_student,student_swap_car_household_donor,kindergarten,3,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_06142955,hk_hh_2268571,day_school_student,student_swap_car_household_donor,primary,8,M,child,1,2,1,0,0,0,partial_compatible_existing_legs,
hk_person_06148777,hk_hh_2270708,day_school_student,student_original_private_vehicle_retained,secondary,14,F,child,1,2,0,0,0,0,no_real_driver_current_plan,
hk_person_06150632,hk_hh_2271388,day_school_student,student_original_private_vehicle_retained,primary,11,F,child,2,2,2,2,1,1,complete_direct_same_driver,hk_person_06150629
hk_person_06163624,hk_hh_2276158,day_school_student,student_swap_car_household_donor,kindergarten,4,M,child,2,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_06169527,hk_hh_2278304,day_school_student,student_swap_car_household_donor,kindergarten,5,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_06173478,hk_hh_2279765,day_school_student,student_swap_car_household_donor,secondary,15,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_06175509,hk_hh_2280527,day_school_student,student_original_private_vehicle_retained,primary,6,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_06185387,hk_hh_2284186,day_school_student,student_swap_car_household_donor,secondary,16,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_06188484,hk_hh_2285250,day_school_student,student_swap_car_household_donor,secondary,14,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_06188485,hk_hh_2285250,day_school_student,student_swap_car_household_donor,primary,7,M,child,1,2,1,0,0,0,partial_compatible_existing_legs,
hk_person_06191989,hk_hh_2286268,day_school_student,student_swap_car_household_donor,primary,11,F,child,1,2,0,0,0,0,no_real_driver_current_plan,
hk_person_06207953,hk_hh_2291012,day_school_student,student_swap_car_household_donor,secondary,16,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_06208195,hk_hh_2291098,day_school_student,student_swap_car_household_donor,secondary,12,F,child,1,2,0,0,0,0,no_real_driver_current_plan,
hk_person_06218190,hk_hh_2294541,day_school_student,student_swap_car_household_donor,primary,9,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_06221201,hk_hh_2295563,day_school_student,student_original_private_vehicle_retained,primary,7,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_06240241,hk_hh_2302146,day_school_student,student_original_private_vehicle_retained,secondary,17,M,child,1,2,2,2,1,1,complete_direct_same_driver,hk_person_06240240
hk_person_06240368,hk_hh_2302192,day_school_student,student_swap_car_household_donor,secondary,13,F,child,1,2,1,0,0,0,partial_compatible_existing_legs,
hk_person_06257637,hk_hh_2309119,fixed_worker,adult_retained_private_car_passenger_van,,57,F,reference_person,1,2,0,0,0,0,no_real_driver_current_plan,
hk_person_06263692,hk_hh_2311644,day_school_student,student_swap_car_household_donor,primary,9,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_06265142,hk_hh_2312234,day_school_student,student_swap_car_household_donor,secondary,17,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_06267413,hk_hh_2313168,day_school_student,student_swap_car_household_donor,secondary,14,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_06267684,hk_hh_2313283,fixed_worker,adult_retained_private_car_passenger_van,,18,M,reference_person,1,2,0,0,0,0,no_real_driver_current_plan,
hk_person_06269897,hk_hh_2314186,day_school_student,student_original_private_vehicle_retained,secondary,14,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_06277511,hk_hh_2317298,day_school_student,student_original_private_vehicle_retained,primary,6,F,child,2,2,2,2,1,1,complete_direct_same_driver,hk_person_06277509
hk_person_06277512,hk_hh_2317298,day_school_student,student_swap_car_household_donor,primary,9,F,child,2,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_06282717,hk_hh_2319101,fixed_worker,adult_retained_private_car_passenger_van,,32,F,reference_person,1,2,0,0,0,0,no_real_driver_current_plan,
hk_person_06285299,hk_hh_2320006,day_school_student,student_swap_car_household_donor,kindergarten,5,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_06292775,hk_hh_2322573,day_school_student,student_swap_car_household_donor,kindergarten,5,M,child,1,2,0,0,0,0,no_real_driver_current_plan,
hk_person_06292932,hk_hh_2322627,day_school_student,student_swap_car_household_donor,primary,6,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_06293463,hk_hh_2322815,day_school_student,student_swap_car_household_donor,primary,10,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_06294945,hk_hh_2323369,day_school_student,student_swap_car_household_donor,kindergarten,5,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_06298404,hk_hh_2324661,day_school_student,student_swap_car_household_donor,kindergarten,3,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_06306021,hk_hh_2327506,fixed_worker,adult_retained_private_car_passenger_van,,54,M,other_member,2,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_06316118,hk_hh_2331222,day_school_student,student_swap_car_household_donor,primary,7,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_06316837,hk_hh_2331459,day_school_student,student_swap_car_household_donor,primary,9,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_06316959,hk_hh_2331497,day_school_student,student_swap_car_household_donor,kindergarten,5,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_06317959,hk_hh_2331819,day_school_student,student_swap_car_household_donor,secondary,15,M,child,2,2,1,0,0,0,partial_compatible_existing_legs,
hk_person_06328816,hk_hh_2335456,day_school_student,student_swap_car_household_donor,primary,8,F,child,1,2,1,0,0,0,partial_compatible_existing_legs,
hk_person_06329361,hk_hh_2335644,fixed_worker,adult_retained_private_car_passenger_van,,32,M,other_member,2,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_06332786,hk_hh_2336776,day_school_student,student_swap_car_household_donor,primary,11,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_06336744,hk_hh_2338104,fixed_worker,adult_retained_private_car_passenger_van,,56,F,reference_person,1,2,0,0,0,0,no_real_driver_current_plan,
hk_person_06338406,hk_hh_2338633,day_school_student,student_swap_car_household_donor,secondary,15,M,child,2,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_06338424,hk_hh_2338637,day_school_student,student_original_private_vehicle_retained,secondary,16,F,child,1,2,2,2,1,1,complete_direct_same_driver,hk_person_06338420
hk_person_06338426,hk_hh_2338637,day_school_student,student_swap_car_household_donor,secondary,17,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_06339073,hk_hh_2338841,day_school_student,student_swap_car_household_donor,primary,8,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_06340609,hk_hh_2339303,day_school_student,student_swap_car_household_donor,secondary,17,F,child,2,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_06345493,hk_hh_2340786,day_school_student,student_swap_car_household_donor,secondary,17,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_06345661,hk_hh_2340835,day_school_student,student_swap_car_household_donor,secondary,17,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_06352482,hk_hh_2342916,day_school_student,student_swap_car_household_donor,primary,7,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_06353307,hk_hh_2343181,day_school_student,student_swap_car_household_donor,secondary,16,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_06353309,hk_hh_2343181,day_school_student,student_swap_car_household_donor,primary,7,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_06357459,hk_hh_2344533,day_school_student,student_swap_car_household_donor,secondary,14,F,child,1,2,0,0,0,0,no_real_driver_current_plan,
hk_person_06366400,hk_hh_2347393,day_school_student,student_swap_car_household_donor,primary,9,F,child,1,2,1,0,0,0,partial_compatible_existing_legs,
hk_person_06369388,hk_hh_2348370,fixed_worker,adult_retained_private_car_passenger_van,,52,F,reference_person,1,2,0,0,0,0,no_real_driver_current_plan,
hk_person_06374542,hk_hh_2350043,day_school_student,student_original_private_vehicle_retained,secondary,16,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_06382619,hk_hh_2352649,day_school_student,student_swap_car_household_donor,kindergarten,5,F,child,1,2,0,0,0,0,no_real_driver_current_plan,
hk_person_06382835,hk_hh_2352719,day_school_student,student_swap_car_household_donor,primary,11,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_06383567,hk_hh_2352975,day_school_student,student_original_private_vehicle_retained,secondary,13,F,child,1,2,2,2,1,1,complete_direct_same_driver,hk_person_06383565
hk_person_06385796,hk_hh_2353716,day_school_student,student_swap_car_household_donor,kindergarten,3,M,child,2,2,1,0,0,0,partial_compatible_existing_legs,
hk_person_06393798,hk_hh_2356401,day_school_student,student_swap_car_household_donor,primary,7,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_06400105,hk_hh_2358486,day_school_student,student_original_private_vehicle_retained,primary,8,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_06400106,hk_hh_2358486,day_school_student,student_original_private_vehicle_retained,kindergarten,5,F,child,1,2,2,2,1,1,complete_direct_same_driver,hk_person_06400103
hk_person_06400157,hk_hh_2358504,day_school_student,student_original_private_vehicle_retained,secondary,16,M,child,1,2,2,2,1,1,complete_direct_same_driver,hk_person_06400154
hk_person_06400777,hk_hh_2358721,day_school_student,student_swap_car_household_donor,secondary,15,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_06404476,hk_hh_2360040,day_school_student,student_original_private_vehicle_retained,primary,8,F,child,1,2,2,2,1,1,complete_direct_same_driver,hk_person_06404475
hk_person_06409645,hk_hh_2361917,day_school_student,student_swap_car_household_donor,secondary,14,M,child,1,2,1,0,0,0,partial_compatible_existing_legs,
hk_person_06410329,hk_hh_2362163,day_school_student,student_original_private_vehicle_retained,kindergarten,5,F,child,1,2,1,0,0,0,partial_compatible_existing_legs,
hk_person_06418694,hk_hh_2365098,day_school_student,student_swap_car_household_donor,primary,6,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_06419616,hk_hh_2365397,day_school_student,student_original_private_vehicle_retained,primary,8,F,child,1,2,2,2,1,1,complete_direct_same_driver,hk_person_06419612
hk_person_06420088,hk_hh_2365555,day_school_student,student_swap_car_household_donor,secondary,16,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_06423175,hk_hh_2366566,day_school_student,student_swap_car_household_donor,kindergarten,3,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_06433150,hk_hh_2369877,day_school_student,student_original_private_vehicle_retained,primary,9,F,child,1,2,2,2,1,1,complete_direct_same_driver,hk_person_06433151
hk_person_06434141,hk_hh_2370207,day_school_student,student_swap_car_household_donor,kindergarten,5,M,child,1,2,0,0,0,0,no_real_driver_current_plan,
hk_person_06435902,hk_hh_2370764,day_school_student,student_swap_car_household_donor,primary,9,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_06455383,hk_hh_2377079,day_school_student,student_swap_car_household_donor,secondary,14,F,child,1,2,0,0,0,0,no_real_driver_current_plan,
hk_person_06474019,hk_hh_2383851,day_school_student,student_swap_car_household_donor,secondary,13,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_06476536,hk_hh_2384746,day_school_student,student_swap_car_household_donor,kindergarten,4,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_06477592,hk_hh_2385125,fixed_worker,adult_retained_private_car_passenger_van,,41,F,reference_person,1,2,0,0,0,0,no_real_driver_current_plan,
hk_person_06488607,hk_hh_2389057,day_school_student,student_swap_car_household_donor,secondary,14,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_06489908,hk_hh_2389523,day_school_student,student_original_private_vehicle_retained,primary,8,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_06522543,hk_hh_2401162,day_school_student,student_swap_car_household_donor,kindergarten,3,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_06534664,hk_hh_2405627,fixed_worker,adult_retained_private_car_passenger_van,,38,M,partner_or_other_adult,1,2,0,0,0,0,no_real_driver_current_plan,
hk_person_06546389,hk_hh_2409857,day_school_student,student_swap_car_household_donor,special,14,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_06559505,hk_hh_2414201,day_school_student,student_original_private_vehicle_retained,secondary,16,F,child,1,2,2,2,1,1,complete_direct_same_driver,hk_person_06559504
hk_person_06561841,hk_hh_2414963,day_school_student,student_swap_car_household_donor,secondary,15,F,child,2,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_06572340,hk_hh_2418488,day_school_student,student_swap_car_household_donor,primary,7,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_06573323,hk_hh_2418818,day_school_student,student_swap_car_household_donor,primary,10,F,child,2,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_06575095,hk_hh_2419426,day_school_student,student_swap_car_household_donor,primary,10,M,child,1,2,0,0,0,0,no_real_driver_current_plan,
hk_person_06589623,hk_hh_2424247,day_school_student,student_original_private_vehicle_retained,secondary,13,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_06591583,hk_hh_2424922,day_school_student,student_swap_car_household_donor,secondary,15,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_06591923,hk_hh_2425025,day_school_student,student_swap_car_household_donor,primary,6,M,child,2,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_06591983,hk_hh_2425043,day_school_student,student_original_private_vehicle_retained,secondary,15,F,child,1,2,2,2,1,1,complete_direct_same_driver,hk_person_06591982
hk_person_06593051,hk_hh_2425409,day_school_student,student_swap_car_household_donor,primary,11,M,child,2,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_06600833,hk_hh_2428007,day_school_student,student_swap_car_household_donor,primary,9,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_06602336,hk_hh_2428489,day_school_student,student_original_private_vehicle_retained,secondary,12,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_06606133,hk_hh_2429762,day_school_student,student_swap_car_household_donor,primary,6,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_06609057,hk_hh_2430751,fixed_worker,adult_retained_private_car_passenger_van,,33,M,other_member,2,2,0,0,0,0,no_real_driver_current_plan,
hk_person_06652855,hk_hh_2446315,day_school_student,student_swap_car_household_donor,secondary,14,M,child,2,2,1,0,0,0,partial_compatible_existing_legs,
hk_person_06658757,hk_hh_2448258,day_school_student,student_swap_car_household_donor,primary,11,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
